,0,1,2
128,2020-03-26 22:15:01+00:00,India records its highest jump of Covid-19 deaths in a day ,singhdeepesh21
129,2020-03-26 22:11:47+00:00,As I predicted in January the #US will be top of the infection list. Many criticized and made fun of me then. How wrong they were! India will top the list in the end though. #COVID_19 #COVID19au #COVID_19uk #COVID19US #covid_19opinon #coronavirus. @covidperspectiv,ty_buchanan
130,2020-03-26 22:11:37+00:00,"Covid-19 is unusual in that it's an almost simultaneous global pandemic. I mean, India is on lockdown! 1.3 billion people in addition to lockdowns in China. That's unprecedented. The US is relatively late in the game, though sadly plowing ahead with infections.",AstorAaron
131,2020-03-26 22:11:30+00:00,"Covid-19 is affecting every area in the world, including India. Your support is needed to keep our partners safe and keep services available to their most vulnerable populations. Will you consider giving to help our partners navigate this difficult season? ",IndiaPartners
132,2020-03-26 22:10:52+00:00,Covid-19: Kashmiri students stranded in different parts of India appeal for evacuation or better facilities https://thekashmirhorizon.com/2020/03/27/covid-19-kashmiri-students-stranded-in-different-parts-of-india-appeal-for-evacuation-or-better-facilities/,KashmirHorizon
133,2020-03-26 22:10:34+00:00,"@CDCgov @FoxNews Does anyone else find it strange that in India, a country of over 1.3 Billion and not the cleanest place in the world, there are ONLY 722 confirmed cases of COVID-19? Do they take anti-malaria drugs as normal practice? ",Lino1969
134,2020-03-26 22:10:11+00:00,India’s shutdown for Covid-19 cleaves the Asian coal market ,BusinessLiveSA
135,2020-03-26 22:08:06+00:00,"V surely got FEELING of DÉJÀ VU when FEKU@his “SACRED time of 8.00PM”once again on 2 occasions-1st fr JANATA CURFEW&while announcing 21 Days LOCKDOWN fr COVID-19&amp;v all SHIVEREd in FEAR Recalling FARCES of DEMO-tisation(Nov 8,1916)&amp;ham-handed Midnight Intro of GST!God Save INDIA! https://twitter.com/AyshaRenna/status/1243213603374682112",Shahab1956
136,2020-03-26 22:08:00+00:00,"@JustinTrudeau Dear PM, i am a s/w engnr living in Canada on a closed WP. Company is forcing me to travel back to India because they want to rotate with other employees, due to Covid-19 i asked extension of few months till things get settled. They are ridged Cud u please help me?",Shibbu6Vikram
137,2020-03-26 22:07:58+00:00,"n/1 Way Forward -fight against #Covid in India ( what all the actions and data indicates )- Peak is expected in April &amp; May Current lockdown is a) To flatten the curve b) To zero down on infected &amp; likely-to-be infected cases- treat them , quarantine them",PranArora9
138,2020-03-26 22:07:26+00:00,"Sir/Madam Please read the enclosed ""COVID-19: India Action Plan For Today &amp; Tomorrow"" &amp; work towards its implementation in your role. @Swamy39 @_YogendraYadav @Ram_Guha @chetan_bhagat @devduttmyth @DalrympleWill @kanhaiyakumar @SitaramYechury @desiprasanna @pbhushan1",PrahladKH1
139,2020-03-26 22:06:33+00:00,"Sir, please confirm Thailand 8 preachers (Madurai) covid-19 test result",NawazKarim
140,2020-03-26 22:06:32+00:00,State wise Covid - 19 (Novel Corona Virus) Patients in INDIA https://youtu.be/kdnM-dsHSuI via @YouTube #coronavirus #covid19 #india #totalpatients #list #COVID2019 #Covid19India #COVID19indiaupdate,crazy4deals_in
141,2020-03-26 22:05:23+00:00,‘India Now in Stage 3’: Doctor from COVID-19 Hospitals Task Force ,Tanyatwentyone
142,2020-03-26 22:05:10+00:00,Hindistanı görmediniz sanırım insanlar inek boku ile duş alıyor covid 19 u böyle geçeriz diyorlar daha durun india geliyor,MurPaMur
143,2020-03-26 22:04:41+00:00,Strangers are maintaining an arm's distance and lines at grocery stores. I think we as indians should continue this habit of respecting people's personal space even after this lockdown is over. #covidindia #PhysicalDistancing #21DaysChallenge #SocialDistanacing,vivektambi95
144,2020-03-26 22:03:44+00:00,"COVID-19 for S'pore, Thailand, Ireland, India, Indonesia and Russia. till March 26 24:00 Beijing time. ",ShuQingYang
145,2020-03-26 22:03:00+00:00,Unprecedented: President Kovind to address all Governors as India goes all out to fight COVID-19 #COVID2019 #21daylockdown #RamNathKovind #Covid19India #CoronaVirus,WeForNews
146,2020-03-26 22:00:01+00:00,Índia vai bancar dinheiro e gás de cozinha a mulheres na quarentena da Covid-19 ,GrupoMetropole
147,2020-03-26 22:00:00+00:00,"""China has neither created the virus nor intentionally transmitted it,"" Chinese envoy to India..... #China #India #ChineseVirus19 #Coronavirus #CoronavirusOutbreak #Virus #COVID #COVID19 #COVID2019 #COVID19outbreak",TPE_connect
148,2020-03-26 21:59:39+00:00,I wrote an article about the COVID 19 lockdown in india. Setting expectations for the future. https://sankalpgarud.org/2020/03/26/how-to-make-sense-of-indias-covid-19-lockdown/,sankalp35
149,2020-03-26 21:56:31+00:00,"@narendramodi Honerable sir , At time COVID 19 has very critical in our India. And lack down to our India for 21 days. That time has no any type food material available in our house . So that how to achieve to your target 21 days no any one of out side to house. family with child",amitkp7
150,2020-03-26 21:55:44+00:00,According to my mathematical model the US have so far tested 600k people to find 80k people positive for COVID 19. India on the other have conducted 21000. Looking at the overall global trend I feel India should test more. @amitbehere @rajuparulekar @faijalkhantroll,Rising_Maratha
151,2020-03-26 21:55:15+00:00,Always use WhatsApp no 90131 51515 for authentic information on COVID-19. Now available in English &amp; Hindi. Powered by #MeitY &amp; @MoHFW_INDIA MoHFW through @haptik @reliancejio #CoronaHaaregaIndiaJeetega,WilliamFranko
152,2020-03-26 21:55:12+00:00,G20 on Covid-19: PM Modi calls for stronger WHO to fight pandemics | India News - Times of India - https://trendingatoz.com/?p=30640,TrendingAtoZ
153,2020-03-26 21:55:12+00:00,G20 on Covid-19: PM calls for stronger WHO to fight pandemics | India News – Times of India ,nimo_news
154,2020-03-26 21:55:03+00:00,G20 Summit on Covid-19: PM calls for stronger WHO to fight pandemics | India News – Times of India ,Newslin07952424
155,2020-03-26 21:55:00+00:00,"India has capacity of 37,618 isolation beds, 9,512 ICU beds &amp; 8,432 ventilators, which will pose serious challenge in the treatment of Covid-19 patients. India could have anywhere b/w 100,000 - 1.3 million Covid-19 cases by mid May if infection continues to spread at current rate",inamnabi
156,2020-03-26 21:53:51+00:00,"@MoHFW_INDIA @PMOIndia This is a difficult time for all of us, i thought of sharing, we can use Big Container's for quarantine which are not in use. In one container 2 people can be adjust. Each and every person is with you to fight with COVID-19.",dhanpalsahani14
157,2020-03-26 21:53:28+00:00,"Let history remember that Trump had two months to prepare for Covid-19 and we now have more cases in the USA than any nation on earth (with 1/4 the population of China, 1/3 that of India, etc). What a shit show. ",GianDoh
158,2020-03-26 21:52:36+00:00,Dear #Indians #China never supported #india So stop your stupidity of sympathy #BoycottChina is way 2 go they put world at risk by spreading #ChinaVirus #ChineseVirus19 #ChineseVirus #CoronaVillains #COVID2019 #COVID #Covid19India #BanChina #banchinese #BoycottChineseProducts,shiningkiran
159,2020-03-26 21:52:22+00:00,"@imVkohli Also i think the circumstances which India is going through right now, people dont need IPL 2020. They need safety and money. If the IPL budget of 2020 is spend in fighting with COVID 19 then it will be very helpful for the country.",hyder_farooqui
160,2020-03-26 21:51:37+00:00,"India has 1.5 billion people, China 1 billion, the US 330 million and YET, the US has THE MOST cases of COVID-19, surpassing every country. Republicans, now how well do you say your president is doing for the citizens of our country in this crisis?",WillowBreezed
161,2020-03-26 21:50:00+00:00,Man kills brother for stepping out during lockdown.... #India #CoronavirusLockdown #CoronavirusIndia #CoronavirusOutbreak #Coronavirus #COVID #COVID2019 #COVID19outbreak #COVIDー19 #COVID19,TPE_connect
162,2020-03-26 21:49:04+00:00,"Los que causan mas daño AL ambiente en el mundo son los chinos, seguido por India. La unica nacion que ha mejorado su impacto AL ambiente es EEUU. Covid-19 no tiene puta que ver con #globalwarming.",FrankWorleyPR
163,2020-03-26 21:48:37+00:00,COVID-19 India: This is how local police punish anyone who violates nation's 21-day lockdown https://a.msn.com/r/2/BB11KIUT?m=en-ca&amp;referrerID=InAppShare: This works!,cmlarl
164,2020-03-26 21:48:26+00:00,"Sir/Madam Please read the enclosed ""COVID-19: India Action Plan For Today &amp; Tomorrow"" &amp; work towards its implementation. @BDUTT @PrabhuChawla @bhupendrachaube @sugataraju @svaradarajan @NewIndianXpress @AshwiniMS_TNIE @IndianExpress @DeccanHerald @prajavani @htTweets @ttindia",PrahladKH1
165,2020-03-26 21:48:19+00:00,"@DeonnaPurrazzo Hi, We are requesting funds to supply food,health supplements to help poor people in India to fight Covid-19. Need your help if you could from $1 to Maximum as you can **DM** please",Harshit0057
166,2020-03-26 21:47:57+00:00,"A China-style lockdown would require denying our 5th and 14th Amendments Constitutional rights to due process. And, if COVID-19 is eliminated in an area where very few have developed immunity, it can come roaring back, as happened in regions of India in 2015 with the swine flu.",joedrummond2000
167,2020-03-26 21:47:36+00:00,"En pocas palabras, si en India no te mata el COVID-19, te matan los polis, lool",ItsMiss_Bankz
168,2020-03-26 21:46:52+00:00,India's GDP is 2.6 lakh crore USD. India's covid spend is 1.6 lakh crore rupees. That's not 68 percent of India's GDP. Degree fenk do agar currency convert nahi karni aati. Tweet delete karke sachhai nahi chhupti. Propagandist. ,dkshekhar27
169,2020-03-26 21:44:15+00:00,This is how police in India punish anyone who violates the 21-day COVID-19 lockdown http://www.msn.com/en-ca/news/world/covid-19-india-this-is-how-local-police-punish-anyone-who-violates-nation-s-21-day-lockdown/ar-BB11KIUT?ocid=ob-tw-enca-693,MSNca
170,2020-03-26 21:44:06+00:00,"Even before COVID-19 outbreak, India had failed its citizens. @ArvindKejriwal @aap @AtishiAAP @raghav_chadha @msisodia @SanjayAzadSln @KhanAmanatullah Stop doing the PR and help these people.",ankmahawar
171,2020-03-26 21:43:47+00:00,We the citizens of India should have to follow up the rules and regulations of Indian Govt and make precautionary measures to fight against COVID-19. #StopTheSpreadOfCorona #stayhomesavelifes #AwarenessToCombatCorona #Besafebehappyandhealthy **Prevention is better than Cure*,RazaKha36259651
172,2020-03-26 21:43:17+00:00,India is really difficult to lock down and the way a lot of their poor people are forced to live is a nightmare scenario for COVID spread,G130J
173,2020-03-26 21:42:42+00:00,"Sir/Madam Please read the enclosed ""COVID-19: India Action Plan For Today &amp; Tomorrow"" &amp; work towards its implementation @nramind @suhasinih @MaliniP @aroonpurie @rajchengappa @sardesairajdeep @rahulkanwal @PrannoyRoyNDTV @Nidhi @ravishndtv @ShekharGupta @PritishNandy @virsanghvi",PrahladKH1
174,2020-03-26 21:42:20+00:00,India’s anxious middle class is left waiting for EMI relief after the $22 billion #Coronavirus #lockdown #package - https://straitsresearch.com/ #CoronaVillains #CoronavirusOubreak #Corona #CoronaVirusInNigeria #CoronavirusPandemic #COVID2019 #COVIDIDIOT #COVID #COVID19SouthAfrica #US,JRinswer
175,2020-03-26 21:42:02+00:00,"Now 196 confirmed cases of COVID-19 Ukraine,Corona Virus is rapidly increasing in Europe,I am appealing my Indian Govt plz take us back to India .Before getting more and more worst situation..Thank you",AliSaif42761817
176,2020-03-26 21:41:36+00:00,في اليوم الثاني من الحظر التجول في #الهند ظهر حيوان الزباد و هو من الثديبيات المتلاشية و مهددة بالانقراض و لم تظهر منذ عام 1990 شيء ما يحدث في الارض #COVID2019 #CoronaVillains #CoronavirusPandemic #COVID #India ,elhashmy5
177,2020-03-26 21:40:48+00:00,India may see 25 crore COVID-19 cases in next 3 months: Report #CoronavirusOutbreak #CoronaVirusIndia #IndiaFightsCorona #IndiaLockdownFor21Days,anwar0262
178,2020-03-26 21:40:44+00:00,India may see 25 crore COVID-19 cases in next 3 months: Report #CoronavirusOutbreak #CoronaVirusIndia #IndiaFightsCorona #IndiaLockdownFor21Days https://www.wefornews.com/india-may-see-25-crore-covid-19-cases-in-next-3-months-report/,WeForNews
179,2020-03-26 21:40:21+00:00, good vibes and positive thoughts #PrayForTheWorld #covid19italy #coronavirus #covidindia #Covid19India,anvitaVijay
180,2020-03-26 21:40:05+00:00,Somalia football legend Mohamed Farah dies a week after contracting Covid-19 - India Today https://j.mp/2JiZSZK,lasoco
181,2020-03-26 21:37:11+00:00,"*CORONA FIGHTERS DELHI* EVERY DONATION BE IT SMALL MATTERS, WE HAVE TO FIGHT TOGETHER IN THIS DIFFICULT Times Read more - https://milaap.org/fundraisers/support-kapil-14?utm_source=whatsapp&amp;utm_medium=fundraisers-title&amp;mlp_referrer_id=1389373 To pay via Paytm (for Android users only) - http://m.p-y.tm/pay-milaap?comment=originId_152527&amp;amount=2500&amp;amount_editable=1 #ChineseVirus #India #Corona #COVID #21daylockdown @PMOIndia",coronafightgang
182,2020-03-26 21:37:06+00:00,We will give our full effort to fight with covid 19. We will surely follow the instructions of @KTRTRS government. Let us hope that this nightmare of @V2019N will finish soon from India.,hyder_farooqui
