"","some_txt","emotion","polarity"
"182","neem haldi and tulsi they are like ‡‡‡Ç‡‡‡Ä‡‡‡‡Å‡Ç fits in every problem covidindia staysafestayathome","joy","neutral"
"183","apart from closing shop you should work on ground level i can see failure in navi mumbai nothing either than forcely closing of small shopsits your failure of nmmc coviddepending upon mucipal corporati","unknown","neutral"
"184","due to this outbreak of covid and the travel ban levied by india my friend wont be able to to travel and he would like to cancel the ticket booked with you your customer support is completely unreachable at the moment","joy","positive"
"185","covidindia covid if you experience any of the symptoms feel free to call state control room no‚úÜor tollfree no ‚úÜ","unknown","positive"
"186","indian tourism travel advisory traveladvisory covid india","unknown","positive"
"187","emirates airlines covid updates coronavirus flight guidance to india travel","unknown","negative"
"188","advisory travel and visa restrictions related to covid covid coronavirus visa traveladvisory india","unknown","positive"
"189","covid list oftesting centres in india coronavirus covid testcenter","unknown","negative"
"190","faqs on new visa restrictions india visa online covid visa india","unknown","positive"
"191","covid information from us embassy in india covid coronavirus","unknown","positive"
"192","india covid coronavirus by city and state covid","unknown","positive"
"193","this virus must be wrecking india i haven‚Äôt gotten one phone call about my extended warranty indays coronavirus covid","unknown","negative"
"194","covid coronavirusoutbreakindia every india must thank our previous govts that they have built enough infrastructure that we are able to handle this outbreak thanksamp all the great leaders of india who have helped in nation building","joy","neutral"
"195","weve receivedletters from a guy who insists that people in india have found cure to covidcow urinecomplaints that fortuneteller eha takes covid tests via phonea complaint about a guy who sells metal structures that give protection against g and coronavirus","unknown","neutral"
"196","covid bofa sharply slashes india growth forecasts as global recession sets inlivemint","unknown","negative"
"197","india solicita a alemania la compra demill„n de test pcr cu„ntos tendr„ el ins en colombia coronavirus india preps for long haul ordersmillion covid test kits from germanyindia newshindustan times","unknown","negative"
"198","indiafightscorona india successfully isolates covid strain","unknown","neutral"
"199","covid govt bans all international flights to india from marchtoindia news","unknown","positive"
"200","an interesting intrvw by karan thapar w a brilliant public health expert on how equipped india is to confront covid interviewer tried his best establish his agenda but cudnt get througha clear n precise point of viewexcellent","sadness","positive"
"201","indiafightscorona team india fighting covid together","joy","positive"
"202","disaster socialism craving for an everstronger and centralised bureaucracy everybody loves a good state coronavirus covid","joy","positive"
"203","world leaders are over hyping everything they need to be careful what they say just calm down and observe what is happening and what to do covid covidindia","unknown","positive"
"204","as percovid will come to india only on nd march so stay home on that day","unknown","positive"
"205","i keep seeing people in my tl thinking that it‚Äôs safe in india but noo this doesn‚Äôt mean that it‚Äôs saferthey are legit not doing the test first for covid even when one or two symptoms are present so the known number of cases is inferior to the actual number of cases","unknown","negative"
"206","mr papu ka beta b india meyyab ho gey or yestate mey he khatm ho jaa ye gey kripiya kar k aap ye information dey k covidko tecakl key sey karey q ki aaj bhi public ko ye virus samjh nhi aa rha hey","unknown","negative"
"207","indiafightscorona for a developing country like india pm modi says combating corona is a big challenge he requested two important things fromcrore to tackle covid sankalpresolve and sayyamrestraint","joy","neutral"
"208","maybe in india there is less controle testing for the covid for sure they arent filled up with drugs like in the west bloodpressure and antiinflammation pills seem to give more possibility to get the virus for the rest in the usa most food is junkfood","joy","negative"
"209","kindly pay attention to research on hydroxychloroquine combinations for covid","joy","neutral"
"210","government of canadacancel rent payments for international students during covidsign the petition","unknown","positive"
"211","tens of my from uk have landed in visakhapatnam without even getting scanned for temperature all of their friends in uk are infected with corona please take note covidindia covidindia","joy","positive"
"212","‡ó‡‡Ä‡ ‡‡‡‡Å‡‡‡á‡ ‡‡‡‡á ‡‡‡‡ç‡ï ‡‡ç‡‡‡‡‡ˇ‡‡á‡ú‡‡ ‡‡Å‡‡á ‡‡‡‡á ‡‡‡‡‡‡ç‡‡á‡ ‡‡‡ ‡‡‡‡‡‡‡‡á ‡‡‡ donate to distribute precautionary equipments to avoid covid amoung poors","unknown","negative"
"213","indian pm for youindiafightscorona covidindia","unknown","positive"
"214","india is handling the covid far better than any other countrygovernment media and people have strong will to fight against plus indian culture and traditions like yogaaurveda are only benefits health indian cuisine uses spices daily basis such as turmericgarlicampherbs","joy","positive"
"215","hydroxychloroquine for successful covid treatment","unknown","positive"
"216","some people only see the negative side even when our respected pm modiji said for the betterment of everyone i think such people are pulled more over in the direction of italyplease send them to italycoronavirusoutbreakindia covidindia covid covidindia corona","unknown","neutral"
"217","kerala announcescr financial package to fight the covid pandemic its just for starters i used the word eventually covid will last a minimum of two years kerala i last heard was located in india","unknown","neutral"
"218","supremecourtofindia is in full grip of bjp as madhyapradeshfloortest ordered despite of full danger of covidindia covid but modi amitshah bjpkidnapsmlas are playing game shakuni mama of vyapam has putted governor laljeetondon whoisreadytolisten banrss mpcrisis","anger","negative"
"219","indian pmmodi only loots from people will india ever get to hear the pm address this way indiragandhi rajivagandhi were eloquentcovidindia coronavirusoutbreakindia corona covid covid coronaviruschallenge","sadness","negative"
"220","expressing the severity of covid outbreak suniel shetty shares ‚Äòcan‚Äôt remember any instance when such fear amp worry has gripped the human race‚Äô ‚Äì times of india","fear","negative"
